,property_type,address,city,state,zip_code,price,beds,baths,square_feet,lot_size,year_built,hoa_permonth,url,latitude,longitude
30,Condo/Co-op,1412 N McKinney Ln,Boise,ID,83704,349900,3,2.5,1816,0,2011,225,http://www.redfin.com/ID/Boise/1412-N-McKinney-Ln-83704/home/106671953,43.6177455,-116.2670627
31,Single Family Residential,2003 N Cole,Boise,ID,83704,429000,9,4,3400,10890,1956,0,http://www.redfin.com/ID/Boise/2003-N-Cole-Rd-83704/home/106652968,43.6232443,-116.2745084
32,Single Family Residential,1305 N Chelsea St,Boise,ID,83704,314900,4,2,1510,7840,1965,0,http://www.redfin.com/ID/Boise/1305-Chelsea-St-83704/home/106744432,43.6171006,-116.2765811
33,Single Family Residential,6577 E Bend Ridge St,Boise,ID,83716,359000,4,2.5,1621,4007,2016,40,http://www.redfin.com/ID/Boise/6577-E-Bend-Ridge-St-83716/home/109561084,43.5303502,-116.1023388
34,Single Family Residential,3575 E Mardia St,Meridian,ID,83642,524900,4,3.5,2775,7971,2020,50,http://www.redfin.com/ID/Meridian/3575-E-Mardia-St-83642/home/172642699,43.550481,-116.3496663
35,Single Family Residential,45 Rocky Canyon Rd,Boise,ID,83716,2499000,4,4,5098,35719200,2017,0,http://www.redfin.com/ID/Boise/45-Rocky-Canyon-Rd-83716/home/115180749,43.6372893,-116.0198848
36,Single Family Residential,10241 W Guinevere Dr,Boise,ID,83704,313500,3,1.5,1496,8712,1973,0,http://www.redfin.com/ID/Boise/10241-Guinevere-Dr-83704/home/106650275,43.6325497,-116.3102016
37,Single Family Residential,1207 N Happy Dr,Boise,ID,83706,785000,3,3,3430,13068,1956,0,http://www.redfin.com/ID/Boise/1207-Happy-Dr-83706/home/106703595,43.6154828,-116.2313262
38,Single Family Residential,3004 N 36th St,Boise,ID,83703,325000,2,1,805,4791,1912,0,http://www.redfin.com/ID/Boise/3004-36th-St-83703/home/106701138,43.6474581,-116.233122
39,Condo/Co-op,119 S 10th #401,Boise,ID,83702,685000,2,2,1500,0,2016,323,http://www.redfin.com/ID/Boise/119-S-10th-St-83702/unit-401/home/109561086,43.6165374,-116.206601
40,Single Family Residential,2713 W Hazel St,Boise,ID,83702,349999,2,1,881,3049,1920,0,http://www.redfin.com/ID/Boise/2713-W-Hazel-St-83702/home/106668205,43.6344899,-116.2228593
41,Condo/Co-op,5122 S Surprise Way #205,Boise,ID,83716,340000,2,2,1470,0,1997,286,http://www.redfin.com/ID/Boise/5122-S-Surprise-Way-83716/unit-205/home/106775234,43.5565172,-116.1232586
42,Single Family Residential,10420 W Huntwood Dr,Boise,ID,83709,244900,3,1,960,17859,1975,0,http://www.redfin.com/ID/Boise/10420-W-Huntwood-Dr-83709/home/106663806,43.537518,-116.312329
43,Single Family Residential,10553 W Harness,Boise,ID,83709,725000,4,3,2604,114562,1996,83,http://www.redfin.com/ID/Boise/10553-W-Harness-Dr-83709/home/106800308,43.558707,-116.313374
44,Mobile/Manufactured Home,2156 Blue Lake Ln #46,Boise,ID,83716,129764,3,2,1279,0,2020,0,http://www.redfin.com/ID/Boise/2156-Blue-Lake-Ln-83716/unit-46/home/172640450,43.5268491,-116.1573614
45,Single Family Residential,9617 W Tanglewood Dr,Boise,ID,83709,340000,4,2,2013,7187,2014,33,http://www.redfin.com/ID/Boise/9617-W-Tanglewood-Dr-83709/home/106715850,43.5324244,-116.3019437
46,Single Family Residential,6105 E Hootowl Dr,Boise,ID,83716,999999,3,2.5,3090,11979,2017,83,http://www.redfin.com/ID/Boise/6105-E-Hootowl-Dr-83716/home/142666386,43.5763287,-116.1127426
47,Single Family Residential,5971 N Collister,Boise,ID,83703,549900,4,3,2884,10062,1979,15,http://www.redfin.com/ID/Boise/5971-N-Collister-Dr-83703/home/106740259,43.6745474,-116.236726
48,Single Family Residential,2316 W Kootenai St,Boise,ID,83705,339900,4,2,1933,7405,1948,0,http://www.redfin.com/ID/Boise/2316-W-Kootenai-St-83705/home/106653439,43.5936414,-116.2109223
49,Single Family Residential,1612 N 21st St,Boise,ID,83702,998000,4,3,3449,6098,1923,0,http://www.redfin.com/ID/Boise/1612-N-21st-St-83702/home/106657830,43.6352124,-116.2142346
50,Single Family Residential,2718 E Rhyolite Way,Boise,ID,83712,624900,4,3,2026,10454,1962,0,http://www.redfin.com/ID/Boise/2718-E-Rhyolite-Way-83712/home/106716598,43.5857777,-116.1548007
51,Single Family Residential,4620 W Denton,Boise,ID,83706,459000,4,2,2368,5227,1954,0,http://www.redfin.com/ID/Boise/4620-W-Denton-St-83706/home/106765347,43.6099991,-116.2395581
52,Single Family Residential,6418 W Dorian,Boise,ID,83709,299999,3,1,1075,7405,1964,0,http://www.redfin.com/ID/Boise/6418-W-Dorian-St-83709/home/106660945,43.5889986,-116.26196
53,Townhouse,1909 S Springbrook,Boise,ID,83706,440000,2,2.5,1422,3049,1985,304,http://www.redfin.com/ID/Boise/1909-S-Springbrook-Ln-83706/home/106703575,43.5880318,-116.1675884
54,Single Family Residential,3233 E Red Stone Dr,Boise,ID,83712,649900,4,2.5,3016,11761,1993,0,http://www.redfin.com/ID/Boise/3233-E-Red-Stone-Dr-83712/home/106681970,43.5884671,-116.1467575
55,Single Family Residential,2615 W Kathryn Cir,Boise,ID,83705,359900,4,2,1956,11325,1955,0,http://www.redfin.com/ID/Boise/W-Kathryn-St-83705/home/106700930,43.57947,-116.214581
56,Single Family Residential,5969 S Hill Farm Way,Meridian,ID,83642,539900,4,3,2965,8973,2020,50,http://www.redfin.com/ID/Meridian/5969-S-Hill-Farm-Way-83642/home/172615984,43.5505965,-116.3501625
57,Single Family Residential,5605 W Plymouth St,Boise,ID,83706-1061,499900,4,2.5,2638,10715,1954,0,http://www.redfin.com/ID/Boise/5605-W-Plymouth-St-83706/home/106732178,43.6228054,-116.251438
58,Single Family Residential,7823 S Cape View Way,Boise,ID,83709,340000,4,2.5,2323,7405,2017,37,http://www.redfin.com/ID/Boise/7823-S-Cape-View-Way-83709/home/144011026,43.5318585,-116.2975866
59,Single Family Residential,9826 W Mossy Cup,Boise,ID,83709,429900,3,2,2327,10454,1999,20,http://www.redfin.com/ID/Boise/9826-W-Mossy-Cup-St-83709/home/106654064,43.5780059,-116.3045529
60,Single Family Residential,2609 N Columbine Ave,Boise,ID,83713-5257,454884,4,3.5,2796,8276,2006,17,http://www.redfin.com/ID/Boise/2609-N-Columbine-Ave-83713/home/106773683,43.6286395,-116.3272551
61,Single Family Residential,5213 W Franklin Rd,Boise,ID,83705,349900,4,2,1416,5662,1946,0,http://www.redfin.com/ID/Boise/5213-W-Franklin-Rd-83705/home/106695032,43.602618,-116.2467282
62,Single Family Residential,17 Daggett Rim Rd,Boise,ID,83716,399900,3,2,1500,25700,2020,205,http://www.redfin.com/ID/Boise/17-Daggett-Rim-Rd-83716/home/145604523,43.676224,-115.9855313
63,Vacant Land,TBD Round Up Circle HC2,Boise,ID,83716,115000,0,0,0,225640,unknown,33,http://www.redfin.com/ID/Unknown/TBD-Round-Up-Cir-83716/home/172551122,43.7139049,-115.9320054
64,Vacant Land,2 Mores Creek Hts,Boise,ID,83716,215000,0,0,0,1428767,unknown,0,http://www.redfin.com/ID/Boise/2-Mores-Creek-Cir-83716/home/144297749,43.674046,-115.9832624
65,Condo/Co-op,419 S 8th St #309,Boise,ID,83702,488000,1,1,1088,0,1929,264,http://www.redfin.com/ID/Boise/419-S-8th-St-83702/unit-309/home/106684012,43.6128575,-116.2066169
66,Mobile/Manufactured Home,2109 Blue Sage #116,Boise,ID,83716,99000,3,2,1216,0,2015,0,http://www.redfin.com/ID/Boise/2109-Blue-Sage-Ln-83716/unit-116/home/145578295,43.5243946,-116.1575065
67,Single Family Residential,2876 S Grebe Pl,Boise,ID,83716,949000,4,3.5,3485,11761,2018,108,http://www.redfin.com/ID/Boise/2876-Grebe-Pl-83716/home/142666373,43.5757842,-116.1141839
68,Townhouse,3326 E Front Runner Ln,Boise,ID,83716,459900,2,2.5,1995,1393,2016,125,http://www.redfin.com/ID/Boise/3326-E-Front-Runner-Ln-83716/home/109558903,43.5732832,-116.1438654
69,Single Family Residential,5921 E Foxgrove Dr,Boise,ID,83716,1050000,4,3.5,3375,9931,2020,108,http://www.redfin.com/ID/Boise/5921-E-Foxgrove-DR-Unknown/home/172006302,43.6150186,-116.2023137
70,Single Family Residential,3617 N Sawgrass Way,Boise,ID,83704,564990,5,3,3574,8712,1992,28,http://www.redfin.com/ID/Boise/3617-N-Sawgrass-Way-83704/home/106693597,43.6373837,-116.2800391
71,Single Family Residential,1533 S Boulder View Ln,Boise,ID,83712,749000,3,2.5,2683,7405,2020,65,http://www.redfin.com/ID/Boise/S-Boulder-Dr-83709/home/168213557,43.589399,-116.160841
72,Single Family Residential,3323 E Heartleaf Dr,Boise,ID,83716,849500,5,3,4939,14810,2010,35,http://www.redfin.com/ID/Boise/3323-E-Heartleaf-Dr-83716/home/106725106,43.5419472,-116.1425822
73,Single Family Residential,13511 W Annabrook Dr,Boise,ID,83713,420000,5,3.5,3088,10367,1998,35,http://www.redfin.com/ID/Boise/13511-W-Annabrook-Dr-83713/home/106717371,43.6596023,-116.3509272
74,Single Family Residential,5641 E Hootowl Dr,Boise,ID,83716,1100000,3,3,3013,10018,2017,108,http://www.redfin.com/ID/Boise/5641-E-Hootowl-Dr-83716/home/142666341,43.5760298,-116.1185105
75,Single Family Residential,10189 W Edna,Boise,ID,83704,299000,4,2,2443,8276,1987,5,http://www.redfin.com/ID/Boise/10189-W-Edna-St-83704/home/106777988,43.6417151,-116.3090822
76,Vacant Land,TBD Rimview Dr,Boise,ID,83716,77000,0,0,0,37026,unknown,0,http://www.redfin.com/ID/Unknown/TBD-Rimview-Dr-83716/home/147692589,43.6808602,-115.9657817
77,Single Family Residential,6815 E Warm Springs Ave,Boise,ID,83716,649900,4,3,2669,6098,2018,58,http://www.redfin.com/ID/Boise/6815-E-Warm-Springs-Ave-83716/home/146240332,43.5550837,-116.0988936
78,Townhouse,8989 W Landmark Ct,Boise,ID,83704,317900,2,2,1421,3049,1994,130,http://www.redfin.com/ID/Boise/8989-W-Landmark-Ct-83704/home/106683129,43.623236,-116.2937981
79,Single Family Residential,4688 N Arrow Villa Way,Boise,ID,83703,879900,5,3.5,3897,20429,2005,37,http://www.redfin.com/ID/Boise/4688-N-Arrow-Villa-Way-83703/home/106768912,43.6602684,-116.215528
80,Single Family Residential,9734 Macaw,Boise,ID,83704,374900,3,2.5,1964,4225,2020,20,http://www.redfin.com/ID/Boise/9734-W-Macaw-St-83704/home/168211910,43.6294622,-116.3040219
81,Single Family Residential,2057 S White Pine Ln,Boise,ID,83706,899900,3,2.5,3046,13503,1983,130,http://www.redfin.com/ID/Boise/2057-S-White-Pine-Ln-83706/home/106719220,43.586547,-116.1690534
82,Single Family Residential,3501 S Centennial Way,Boise,ID,83706,469900,5,3,2112,8712,1976,0,http://www.redfin.com/ID/Boise/3501-S-Centennial-Way-83706/home/106717281,43.5705833,-116.1671994
83,Condo/Co-op,851 W Front St #1101,Boise,ID,83702,769000,2,2,1586,0,2009,675,http://www.redfin.com/ID/Boise/851-W-Front-St-83702/unit-1101/home/106693583,43.6141528,-116.2054417
84,Single Family Residential,9718 Macaw,Boise,ID,83704,369000,3,2.5,1884,4268,2020,20,http://www.redfin.com/ID/Boise/9718-W-Macaw-St-83704/home/168211915,43.629462,-116.3037168
85,Mobile/Manufactured Home,7833 W Manassas Ln,Garden City,ID,83714,112800,2,2,990,0,2017,0,http://www.redfin.com/ID/Boise/7833-Manassas-Ln-83714/home/172575401,43.6709741,-116.2853643
86,Single Family Residential,286 W Sherman,Boise,ID,83702,749900,4,3,2406,8276,1996,0,http://www.redfin.com/ID/Boise/286-W-Sherman-St-83702/home/106692578,43.6282419,-116.1906136
87,Single Family Residential,7431 Wilshire,Boise,ID,83704,314900,3,1.5,1385,13503,1955,0,http://www.redfin.com/ID/Boise/7431-Wilshire-Dr-83704/home/106684602,43.6206658,-116.2756134
88,Single Family Residential,2613 N Woody Dr,Boise,ID,83703,349000,2,1,620,9147,1947,0,http://www.redfin.com/ID/Boise/2613-Woody-Dr-83703/home/106690093,43.6440065,-116.2356602
89,Single Family Residential,12553 W Woodmurra Ct,Boise,ID,83709,419900,4,3.5,2493,8276,2000,27,http://www.redfin.com/ID/Boise/12553-W-Woodmurra-Ct-83709/home/106794052,43.5603667,-116.3386144
90,Single Family Residential,6412 W Lion Ave,Boise,ID,83709-2941,274900,3,1,1363,11194,1963,0,http://www.redfin.com/ID/Boise/6412-W-Lion-Ave-83709/home/106783005,43.5874157,-116.2611917
91,Single Family Residential,11533 W Jenilyn Ct,Boise,ID,83713,379000,4,2,2775,8712,1990,0,http://www.redfin.com/ID/Boise/11533-W-Jenilyn-Ct-83713/home/106796270,43.654522,-116.3259341
92,Single Family Residential,4730 S Silvermaple Ave,Boise,ID,83709,425000,3,3,2580,8276,2006,26,http://www.redfin.com/ID/Boise/4730-S-Silvermaple-Ave-83709/home/106711505,43.5599691,-116.2994485
93,Single Family Residential,5490 S Palatino,Meridian,ID,83642,580000,5,3.5,3314,9060,2016,50,http://www.redfin.com/ID/Meridian/5490-S-Palatino-Ave-83642/home/109557055,43.5551785,-116.353066
94,Townhouse,3280 E Front Runner Ln,Boise,ID,83716,450000,3,2.5,1901,1393,2016,125,http://www.redfin.com/ID/Boise/3280-E-Front-Runner-Ln-83716/home/109558328,43.5739592,-116.1444717
95,Single Family Residential,3679 N Lena Ave,Boise,ID,83713,300000,3,2,1026,6969,1987,0,http://www.redfin.com/ID/Boise/3679-N-Lena-Ave-83713/home/106785865,43.6382342,-116.3291447
96,Single Family Residential,8555 W Thunder Mountain Dr,Boise,ID,83709,469900,4,3.5,2807,6795,2001,0,http://www.redfin.com/ID/Boise/8555-W-Thunder-Mountain-Dr-83709/home/106714956,43.5644962,-116.2887974
97,Single Family Residential,719 S Wickham Fen Way,Boise,ID,83709,399000,5,3,2616,9060,1980,0,http://www.redfin.com/ID/Boise/719-S-Wickham-Fen-Way-83709/home/106719465,43.5985015,-116.3236814
98,Single Family Residential,3015 N Arthur Cir,Boise,ID,83703,379900,4,1,1267,6969,1970,0,http://www.redfin.com/ID/Boise/3015-N-Arthur-St-83703/home/106671993,43.6477922,-116.2376737
99,Single Family Residential,2626 N 23rd Ln,Boise,ID,83702,699900,4,3,2706,5270,2016,21,http://www.redfin.com/ID/Boise/2626-N-23rd-St-83702/home/109559726,43.6436766,-116.2167136
100,Single Family Residential,2001 N Harrison Blvd,Boise,ID,83702,899000,4,2,3564,6098,1921,0,http://www.redfin.com/ID/Boise/2001-N-Harrison-Blvd-83702/home/106703564,43.6365558,-116.2086167
101,Single Family Residential,5857 E Black Gold St,Boise,ID,83716,531900,4,3,2906,8102,2018,40,http://www.redfin.com/ID/Boise/5857-E-Black-Gold-St-83716/home/144117750,43.5276922,-116.1112444
102,Single Family Residential,1211 E Shaw Mountian,Boise,ID,83712,999000,3,3.5,2512,14157,2020,0,http://www.redfin.com/ID/Boise/1211-E-Shaw-Mountain-Ct-83712/home/172550101,43.6146663,-116.1776507
103,Single Family Residential,1373 W Martin St,Boise,ID,83706,585000,2,2,1844,7274,1997,90,http://www.redfin.com/ID/Boise/1373-Martin-St-83706/home/106664976,43.5885902,-116.1982486
104,Single Family Residential,11986 W Rader Dr,Boise,ID,83713,438000,5,3,3000,7187,1997,23,http://www.redfin.com/ID/Boise/11986-W-Rader-Dr-83713/home/106659820,43.6504615,-116.3317216
105,Single Family Residential,1811 N 14th,Boise,ID,83702-2641,699900,4,2.5,1980,6098,1941,0,http://www.redfin.com/ID/Boise/1811-N-14th-St-83702/home/106796250,43.6332965,-116.2048061
106,Vacant Land,11 Big Springs Rd,Boise,ID,83716-0000,59900,0,0,0,88426,unknown,0,http://www.redfin.com/ID/Boise/11-Big-Spring-Rd-83716/home/143184388,43.7496626,-115.9854841
107,Single Family Residential,11017 W Wampum Dr,Boise,ID,83704,266000,3,2,1399,8712,1976,0,http://www.redfin.com/ID/Boise/11017-Wampum-Dr-83713/home/106729258,43.6346114,-116.3196182
108,Single Family Residential,4737 N Pennfield,Boise,ID,83713,294000,3,2,1302,6098,1987,0,http://www.redfin.com/ID/Boise/4737-N-Pennfield-Pl-83713/home/106694313,43.6482284,-116.3231494
109,Townhouse,7436 W Garden Gln,Boise,ID,83714,349000,3,2,1864,7840,1997,150,http://www.redfin.com/ID/Boise/7436-W-Garden-Glen-Dr-83714/home/106773582,43.6707051,-116.2808499
110,Single Family Residential,2858 S Shady Ln,Boise,ID,83716,571211,4,3,2778,3876,2020,116,http://www.redfin.com/ID/Boise/2858-Shady-Ln-83716/home/172532942,43.5779159,-116.1299726
111,Single Family Residential,2315 S Broadway Ave,Boise,ID,83706,1200000,5,3,3921,49614,1912,0,http://www.redfin.com/ID/Boise/2315-Broadway-Ave-83706/home/106722946,43.5820868,-116.1942916
112,Condo/Co-op,851 W Front St #1401,Boise,ID,83702,2399000,3,2.5,4237,0,2009,1353,http://www.redfin.com/ID/Boise/851-W-Front-St-83702/unit-1401/home/106685667,43.6141485,-116.2054497
113,Single Family Residential,2118 N Springland Pl,Boise,ID,83713,429000,4,4,2919,12414,1996,13,http://www.redfin.com/ID/Boise/2118-N-Springland-Pl-83713/home/106723025,43.6240772,-116.3215362
114,Vacant Land,780 E Nature View Ct,Boise,ID,83702,400000,0,0,0,22215,unknown,103,http://www.redfin.com/ID/Boise/780-E-Nature-View-Ct-83702/home/142668140,43.6337168,-116.180021
115,Single Family Residential,4235 E Raincloud Ln,Boise,ID,83716,514533,4,3.5,2362,2003,2020,116,http://www.redfin.com/ID/Boise/4235-E-Raincloud-LN-Unknown/home/172522547,43.6150186,-116.2023137
116,Single Family Residential,4229 E Raincloud Ln,Boise,ID,83716,504874,4,3.5,2191,2003,2020,116,http://www.redfin.com/ID/Boise/4229-E-Raincloud-LN-Unknown/home/172522411,43.6150186,-116.2023137
117,Single Family Residential,3880 N Patricia Ln,Boise,ID,83704,269900,2,1.5,942,6969,2008,0,http://www.redfin.com/ID/Boise/3880-N-Patricia-Ln-83704/home/106714224,43.640302,-116.297887
118,Mobile/Manufactured Home,1242 N Oakwood,Boise,ID,83704,84900,3,2,1152,0,1995,0,http://www.redfin.com/ID/Boise/1242-N-Oakwood-Ln-83704/home/145180362,43.6163242,-116.290173
119,Single Family Residential,6320 S San Luis,Boise,ID,83709,534900,4,3,2750,36154,1973,0,http://www.redfin.com/ID/Boise/6320-S-San-Luis-Way-83709/home/106785830,43.5454026,-116.3325959
120,Single Family Residential,1311 N Shamrock,Boise,ID,83713-7950,279999,3,2,1533,8276,1936,11,http://www.redfin.com/ID/Boise/1311-N-Shamrock-Ave-83713/home/106769650,43.6168226,-116.324766
121,Single Family Residential,10804 W Spring River St,Boise,ID,83709,384900,4,2.5,2617,8189,2006,21,http://www.redfin.com/ID/Boise/10804-W-Spring-River-St-83709/home/106799928,43.5535624,-116.316682
122,Single Family Residential,8918 W Amity Rd,Boise,ID,83709,294900,3,2,1236,6098,2000,25,http://www.redfin.com/ID/Boise/8918-W-Amity-Rd-83709/home/106736261,43.5612833,-116.2929169
123,Single Family Residential,2211 S Janeen,Boise,ID,83709,496000,3,3.5,2030,12632,1956,0,http://www.redfin.com/ID/Boise/2211-S-Janeen-St-83709/home/106798817,43.5821597,-116.2563883
124,Townhouse,3219 N Native Ln,Boise,ID,83704,405000,3,2.5,1781,3049,1997,70,http://www.redfin.com/ID/Boise/3219-N-Native-Ln-83704/home/106751805,43.6345839,-116.270764
125,Single Family Residential,2425 N Heights Dr,Boise,ID,83702,595000,3,2,1608,5662,1985,0,http://www.redfin.com/ID/Boise/2425-Heights-Dr-83702/home/106671054,43.633189,-116.1953381
126,Single Family Residential,14122 W Bunkerhill,Boise,ID,83713,478750,5,3,3024,8799,1996,25,http://www.redfin.com/ID/Boise/14122-W-Bunkerhill-St-83713/home/106741734,43.6480229,-116.3584124
127,Vacant Land,2372 S Via Privada,Boise,ID,83712,425000,0,0,0,15681,unknown,100,http://www.redfin.com/ID/Boise/2372-S-Via-Privada-Ln-83716/home/142665470,43.5810665,-116.1392562
128,Single Family Residential,6315 E Wildhorse Ln,Boise,ID,83712,2970000,3,3.5,4025,1808262,2013,0,http://www.redfin.com/ID/Boise/6315-E-Wild-Horse-Ln-83712/home/106676258,43.617525,-116.10899
129,Condo/Co-op,5908 Bremerton,Boise,ID,83714,329000,2,2.5,1592,0,2009,80,http://www.redfin.com/ID/Boise/5908-N-Bremerton-Pl-83714/home/106654803,43.673999,-116.277622
130,Single Family Residential,2311 N 34th St,Boise,ID,83703,749000,3,2.5,3117,5662,2015,0,http://www.redfin.com/ID/Boise/2311-N-34th-St-83703/home/106726519,43.6413738,-116.2311464
131,Single Family Residential,3203 S Lindsay,Boise,ID,83705,249900,2,1,1136,6098,1910,0,http://www.redfin.com/ID/Boise/3203-S-Lindsay-Ave-83705/home/106717257,43.5734611,-116.199938
132,Condo/Co-op,2500 Bogus Basin Rd #300,Boise,ID,83702,599900,2,3,2222,0,2006,462,http://www.redfin.com/ID/Boise/2500-N-Bogus-Basin-Rd-83702/unit-300/home/172511099,43.642189,-116.20693
133,Single Family Residential,3703 N Lakegrove Way,Boise,ID,83713,364900,4,2,1880,9147,1992,4,http://www.redfin.com/ID/Boise/3703-N-Lakegrove-Pl-83713/home/106700601,43.638422,-116.3329
