,property_type,address,city,state,zip_code,price,beds,baths,square_feet,lot_size,year_built,hoa_permonth,url,latitude,longitude
0,Single Family Residential,9015 Springhill Rd,Alexander,AR,72002.0,175000,5,2.0,2556,69696.0,1974.0,,http://www.redfin.com/AR/Alexander/9015-Springhill-Rd-72002/home/82919181,34.673700200000006,-92.5234102
1,Single Family Residential,7105 Woodsgate Cv,Alexander,AR,72002.0,158800,3,2.0,1452,12196.0,2020.0,8.0,http://www.redfin.com/AR/Alexander/7105-Woodsgate-CV-Unknown/home/172614144,34.629537299999996,-92.44126740000002
2,Single Family Residential,5072 Peace Ln,Alexander,AR,72002.0,329900,4,3.5,2550,9583.0,2020.0,,http://www.redfin.com/AR/Alexander/5072-Peace-Ln-72002/home/148721154,34.6701265,-92.507217
3,Mobile/Manufactured Home,15900 Shirley Dr,Alexander,AR,72002.0,21000,2,1.0,1124,13939.0,1983.0,,http://www.redfin.com/AR/Alexander/15900-Shirley-Dr-72002/home/81486462,34.606398399999996,-92.44404499999999
4,Single Family Residential,2708 Creekside,Alexander,AR,72002.0,374900,4,2.5,2662,20037.0,2020.0,,http://www.redfin.com/AR/Alexander/2708-Creekside-72002/home/170485311,34.629537299999996,-92.44126740000002
5,Single Family Residential,7121 Woodsgate Cv,Alexander,AR,72002.0,161525,4,2.0,1476,8712.0,2020.0,8.0,http://www.redfin.com/AR/Alexander/7121-Woodsgate-CV-Unknown/home/172534631,34.629537299999996,-92.44126740000002
6,Single Family Residential,2803 Creekside,Alexander,AR,72002.0,359900,4,2.5,2644,22215.0,2020.0,,http://www.redfin.com/AR/Alexander/2803-Creekside-72002/home/171574784,34.629537299999996,-92.44126740000002
7,Single Family Residential,5502 Village Trce,Benton,AR,72019.0,194900,3,2.0,1734,,2014.0,,http://www.redfin.com/AR/Benton/5502-Village-Trce-72019/home/95434845,34.633626899999996,-92.5178978
8,Single Family Residential,2221 E Longhills Rd,Benton,AR,72019.0,309900,3,2.5,2027,,1999.0,,http://www.redfin.com/AR/Benton/2221-Longhills-Rd-E-72019/home/81505795,34.599934499999996,-92.5600002
9,Single Family Residential,202 Texas Dr,Benton,AR,72015.0,182900,3,2.0,1717,8712.0,2012.0,,http://www.redfin.com/AR/Benton/202-Texas-Dr-72015/home/95435405,34.5618696,-92.548079
10,Single Family Residential,622 River Rdg,Benton,AR,72019.0,359900,3,2.5,3000,871200.0,1968.0,,http://www.redfin.com/AR/Benton/622-River-Ridge-Rd-72019/home/81479362,34.631671999999995,-92.582047
11,Single Family Residential,307 & 305 E Narroway,Benton,AR,72015.0,135000,3,2.0,1977,16117.0,1964.0,,http://www.redfin.com/AR/Benton/305-E-Narroway-St-72015/home/81499390,34.56823920000001,-92.58424980000001
12,Single Family Residential,2711 Cypress Point Dr,Benton,AR,72019.0,415000,5,3.5,3040,28314.0,2020.0,13.0,http://www.redfin.com/AR/Benton/2711-Cypress-Point-Dr-72019/home/170728126,34.6068935,-92.5534745
13,Single Family Residential,3203 Mckensie Dr,Benton,AR,72015.0,185000,3,2.0,1900,10454.0,2006.0,,http://www.redfin.com/AR/Benton/3203-McKensie-Dr-72015/home/95417379,34.564516,-92.548679
14,Single Family Residential,1511 Alcoa,Benton,AR,72015.0,125000,3,1.0,938,8712.0,1964.0,,http://www.redfin.com/AR/Benton/Alcoa-Rd-Unknown/home/81502745,34.57143,-92.56953
15,Single Family Residential,6845 Hilo Ave,Benton,AR,72019.0,549900,4,4.5,3691,,2020.0,75.0,http://www.redfin.com/AR/Benton/6845-Hilo-Ave-72019/home/169646355,34.6268904,-92.5474278
16,Single Family Residential,6705 Kensington Dr,Benton,AR,72019.0,650000,4,3.5,5018,21780.0,2000.0,44.0,http://www.redfin.com/AR/Benton/6705-Kensington-Dr-72019/home/95438218,34.625221200000006,-92.5274917
17,Single Family Residential,7504 Palm Beach Ave,Benton,AR,72019.0,539950,5,4.0,4631,36590.0,2007.0,70.0,http://www.redfin.com/AR/Benton/7504-Palm-Beach-Ave-72019/home/95419710,34.633200200000005,-92.5218434
18,Single Family Residential,4094 Hampton Dr,Benton,AR,72019.0,257500,4,2.0,2057,20037.0,2020.0,21.0,http://www.redfin.com/AR/Benton/4094-Hampton-Dr-72015/home/172616050,34.5664733,-92.54546850000001
19,Single Family Residential,7636 Zuber Rd Rd,Benton,AR,72019.0,170000,3,2.0,1720,22651.0,1972.0,,http://www.redfin.com/AR/Benton/7636-Zuber-Rd-72019/home/81479012,34.6421477,-92.5639464
20,Single Family Residential,6013 Riviera,Benton,AR,72019.0,479900,4,3.5,3220,17859.0,2020.0,48.0,http://www.redfin.com/AR/Benton/6013-Riviera-Dr-72019/home/81505671,34.619178999999995,-92.535965
21,Single Family Residential,2916 Burchwood Dr,Benton,AR,72019.0,124900,4,1.0,1428,20908.0,1969.0,,http://www.redfin.com/AR/Benton/2916-Burchwood-Dr-72019/home/81485865,34.6192018,-92.5479822
22,Single Family Residential,211 Wild Cherry Dr,Benton,AR,72015.0,147500,3,2.0,1450,17859.0,2007.0,5.0,http://www.redfin.com/AR/Benton/211-Wild-Cherry-Ln-72015/home/82937938,34.5643953,-92.55551120000001
23,Single Family Residential,725 Edgehill Dr,Benton,AR,72015.0,105000,3,1.0,1147,,1968.0,,http://www.redfin.com/AR/Benton/725-Edgehill-72015/home/81495227,34.5693064,-92.5614395
24,Single Family Residential,305 W Cross St,Benton,AR,72015.0,550000,5,3.5,3900,7405.0,2020.0,,http://www.redfin.com/AR/Benton/305-W-Cross-St-72015/home/81494211,34.5668554,-92.58968780000001
25,Single Family Residential,9012 Naples Cv,Benton,AR,72019.0,395000,4,3.5,3143,14810.0,2014.0,48.0,http://www.redfin.com/AR/Benton/9012-Naples-Cv-72019/home/82939668,34.6445445,-92.5205282
26,Single Family Residential,837 Belle Grv,Benton,AR,,434000,4,3.0,2897,21780.0,2020.0,,http://www.redfin.com/AR/Benton/837-Belle-Grove-Loop-72019/home/172585679,34.58855429999999,-92.5921563
27,Single Family Residential,109 Ryker Ln,Benton,AR,72019.0,464900,4,2.5,3245,43560.0,2020.0,,http://www.redfin.com/AR/Benton/109-Ryker-LN-Unknown/home/172572987,34.5645371,-92.586828
28,Single Family Residential,5539 Atlantic Cv,Benton,AR,72019.0,359900,4,3.5,3199,16552.0,2007.0,44.0,http://www.redfin.com/AR/Benton/5539-Atlantic-Cv-72019/home/82833657,34.642219,-92.519662
29,Single Family Residential,101 Ryker Ln,Benton,AR,72019.0,429900,4,3.5,2972,43560.0,2020.0,,http://www.redfin.com/AR/Benton/101-Ryker-LN-Unknown/home/172572884,34.5645371,-92.586828
30,Single Family Residential,3817 Congo Rd,Benton,AR,72019.0,180000,3,2.0,1787,11761.0,1975.0,,http://www.redfin.com/AR/Benton/3817-Congo-Rd-72019/home/81498202,34.5999394,-92.56617779999999
31,Single Family Residential,5072 Westridge Cir,Benton,AR,72019.0,469900,4,3.0,3402,37897.0,2020.0,,http://www.redfin.com/AR/Benton/5072-Westridge-CIR-Unknown/home/172521739,34.5645371,-92.586828
32,Single Family Residential,4442 Gabby Ln,Benton,AR,72019.0,319900,3,2.0,2391,130680.0,1996.0,,http://www.redfin.com/AR/Benton/4442-Gabby-Ln-72019/home/82953294,34.6027578,-92.58114609999998
33,Single Family Residential,1004 Nature Way,Benton,AR,72019.0,299900,4,2.0,2149,,2016.0,50.0,http://www.redfin.com/AR/Benton/1004-Nature-Way-72019/home/81510811,34.6057191,-92.5769824
34,Single Family Residential,3512 Clover Hl,Benton,AR,72015.0,264900,4,2.0,2319,15245.0,2007.0,19.0,http://www.redfin.com/AR/Benton/3512-Clover-Hill-Ln-72015/home/82819717,34.5890551,-92.5451567
35,Single Family Residential,3014 Henson Pl,Bryant,AR,72022.0,199900,3,2.5,2100,,2001.0,,http://www.redfin.com/AR/Bryant/3014-Henson-Pl-72022/home/95433594,34.6224779,-92.5106843
36,Single Family Residential,3815 Logan Ridge Dr,Bryant,AR,72022.0,257500,3,2.0,1972,6969.0,2018.0,7.0,http://www.redfin.com/AR/Bryant/3815-Logan-Ridge-Dr-72022/home/103649939,34.629094200000004,-92.48980959999999
37,Single Family Residential,1205 Prickett Rd,Bryant,AR,72022.0,190000,3,2.0,1879,,2000.0,,http://www.redfin.com/AR/Bryant/1205-Prickett-Rd-72022/home/82855193,34.6112539,-92.5038779
38,Single Family Residential,2427 Hurricane Gardens Dr,Bryant,AR,72022.0,315000,4,2.5,2235,7405.0,2019.0,25.0,http://www.redfin.com/AR/Bryant/2427-Hurricane-Gardens-Dr-72019/home/168212847,34.6310492,-92.51679909999999
39,Single Family Residential,1818 Rodeo Dr,Bryant,AR,72022.0,265000,4,2.5,2476,12196.0,1999.0,,http://www.redfin.com/AR/Bryant/1818-Rodeo-Dr-72022/home/81501924,34.6022727,-92.5098721
40,Single Family Residential,3810 Commonwealth Dr,Bryant,AR,72022.0,374900,4,3.5,3297,18295.0,2006.0,,http://www.redfin.com/AR/Bryant/3810-Commonwealth-Dr-72022/home/95420157,34.6294971,-92.5001851
41,Single Family Residential,3413 Garden Clb,Bryant,AR,72022.0,159900,3,2.0,1297,3484.0,2018.0,25.0,http://www.redfin.com/AR/Bryant/3413-Garden-Club-Dr-72022/home/95437229,34.6239604,-92.4761634
42,Single Family Residential,1511 Graham Rd,Jacksonville,AR,72076.0,93000,4,2.0,1558,15681.0,1958.0,,http://www.redfin.com/AR/Jacksonville/1511-Graham-Rd-72076/home/95367802,34.866703,-92.0928579
43,Single Family Residential,1005 Graham Rd,Jacksonville,AR,72076.0,114000,3,1.5,1938,11325.0,1952.0,,http://www.redfin.com/AR/Jacksonville/1005-Graham-Rd-72076/home/81354054,34.8666701,-92.0997946
44,Single Family Residential,409 W Martin St,Jacksonville,AR,72076.0,88900,3,1.5,1188,,1963.0,,http://www.redfin.com/AR/Jacksonville/409-W-Martin-St-72076/home/95366671,34.8737576,-92.1135563
45,Single Family Residential,2 Tara Rdg,Jacksonville,AR,72076.0,139900,3,2.0,1584,14374.0,1977.0,,http://www.redfin.com/AR/Jacksonville/2-Tara-Ridge-Cv-72076/home/81357157,34.8660503,-92.15759109999999
46,Single Family Residential,604 Innsbrooke,Jacksonville,AR,72076.0,249900,3,2.0,2079,16552.0,1994.0,,http://www.redfin.com/AR/Jacksonville/604-Innsbrooke-Cv-72076/home/82853428,34.87340379999999,-92.1571882
47,Single Family Residential,18 N Vly,Jacksonville,AR,72076.0,134900,3,2.0,1506,17859.0,2005.0,,http://www.redfin.com/AR/Jacksonville/18-N-Valley-Dr-72076/home/82856802,34.870382899999996,-92.181719
48,Single Family Residential,905 S Oak,Jacksonville,AR,72120.0,125000,3,1.0,1602,34848.0,1950.0,,http://www.redfin.com/AR/Jacksonville/905-S-Oak-St-72076/home/95368444,34.859088,-92.113439
49,Single Family Residential,1001 Gray,Jacksonville,AR,72076.0,103000,3,2.0,1311,10890.0,1966.0,,http://www.redfin.com/AR/Jacksonville/1001-Gray-St-72076/home/81353454,34.875839,-92.11154350000001
50,Single Family Residential,1602 Lost Creek Dr,Jacksonville,AR,,299900,4,2.5,2500,15245.0,2020.0,8.0,http://www.redfin.com/AR/Jacksonville/1602-Lost-Creek-Dr-72076/home/172616802,34.8804736,-92.163403
