,property_type,address,city,state,zip_code,price,beds,baths,square_feet,lot_size,year_built,hoa_permonth,url,latitude,longitude
62,Condo/Co-op,615 NW Lost Springs Ter #403,Portland,OR,97229,225000,1.0,1.0,703.0,,2008.0,310.0,http://www.redfin.com/OR/Portland/615-NW-Lost-Springs-Ter-97229/unit-403/home/25842237,45.5247295,-122.80106529999999
63,Condo/Co-op,930 NW Naito Pkwy Unit K-21,Portland,OR,97209,375000,2.0,2.0,1081.0,,1982.0,549.0,http://www.redfin.com/OR/Portland/930-NW-Naito-Pkwy-97209/unit-K21/home/26622235,45.5302363,-122.6748045
64,Single Family Residential,14756 SW Mulberry Dr,Tigard,OR,97224,499900,4.0,3.0,2413.0,5227.0,2011.0,25.0,http://www.redfin.com/OR/Portland/14756-SW-Mulberry-Dr-97224/home/26736711,45.402131700000005,-122.8288044
65,Single Family Residential,15373 SW 141st Ave,Portland,OR,97224,599000,5.0,3.0,3403.0,9147.0,2001.0,,http://www.redfin.com/OR/Portland/15373-SW-141st-Ave-97224/home/25749833,45.408969799999994,-122.8228717
66,Mobile/Manufactured Home,5615 SE Aldercrest Rd,Milwaukie,OR,97222,350000,3.0,2.0,1492.0,14374.0,1997.0,,http://www.redfin.com/OR/Milwaukie/5615-SE-Aldercrest-Rd-97222/home/26022293,45.4215147,-122.6044893
67,Townhouse,6419 N Montana Ave,Portland,OR,97217,389900,2.0,2.5,1143.0,5662.0,2020.0,209.0,http://www.redfin.com/OR/Portland/6419-N-Montana-Ave-97217/home/172665423,45.5694237,-122.6803675
68,Single Family Residential,3507 NE Glisan St,Portland,OR,97232,755000,4.0,2.5,2331.0,4791.0,1928.0,,http://www.redfin.com/OR/Portland/3507-NE-Glisan-St-97232/home/26583519,45.5266321,-122.6278112
69,Multi-Family (2-4 Unit),3607 SE 8th Ave,Portland,OR,97202,675000,6.0,2.0,4602.0,,1951.0,,http://www.redfin.com/OR/Portland/3607-SE-8th-Ave-97202/home/26573382,45.4967766,-122.6581547
70,Single Family Residential,12 Walking Woods Dr,Lake Oswego,OR,97035,568000,3.0,3.0,2177.0,8712.0,1979.0,88.0,http://www.redfin.com/OR/Lake-Oswego/12-Walking-Woods-Dr-97035/home/26489044,45.43773710000001,-122.7154995
71,Single Family Residential,322 NE 108th Ave,Portland,OR,97220,325000,2.0,1.0,1052.0,7405.0,1952.0,,http://www.redfin.com/OR/Portland/322-NE-108th-Ave-97220/home/25735294,45.5248033,-122.5521728
72,Condo/Co-op,708 NW Westover Ter,Portland,OR,97210,750000,3.0,2.5,2750.0,,1980.0,1436.0,http://www.redfin.com/OR/Portland/708-NW-Westover-Ter-97210/home/26562361,45.527587,-122.70391869999999
73,Condo/Co-op,11651 SE Fuller Rd #201,Milwaukie,OR,97222,178500,2.0,1.0,731.0,,2000.0,320.0,http://www.redfin.com/OR/Milwaukie/11651-SE-Fuller-Rd-97222/unit-201/home/172664985,45.4382189,-122.584399
74,Condo/Co-op,7716 SW Barnes Rd Unit C,Portland,OR,97225,205000,1.0,1.0,591.0,,1977.0,293.0,http://www.redfin.com/OR/Portland/7716-SW-Barnes-Rd-97225/unit-C/home/26580914,45.508005,-122.75678740000001
75,Condo/Co-op,4610 SW Comus Pl,Portland,OR,97219,215000,2.0,2.0,998.0,,1979.0,397.0,http://www.redfin.com/OR/Portland/4610-SW-Comus-Pl-97219/unit-4-E/home/26539068,45.446473700000006,-122.7237754
76,Vacant Land,9400 SE Hollywood Ave,Milwaukie,OR,97222,234900,,,,6969.0,,,http://www.redfin.com/OR/Milwaukie/9400-SE-Hollywood-Ave-97222/home/25968565,45.454962,-122.60229199999999
77,Single Family Residential,16905 NE Couch Ct,Portland,OR,97230,357000,3.0,1.0,1410.0,10018.0,1958.0,,http://www.redfin.com/OR/Portland/16905-NE-Couch-Ct-97230/home/26315324,45.5232964,-122.4889875
78,Single Family Residential,3935 SE Rex St,Portland,OR,97202,495947,3.0,2.0,1848.0,7405.0,1954.0,,http://www.redfin.com/OR/Portland/3935-SE-Rex-St-97202/home/26535834,45.46858710000001,-122.6219527
79,Single Family Residential,3229 NE 67th Ave,Portland,OR,97213,499900,3.0,1.0,2047.0,4791.0,1910.0,,http://www.redfin.com/OR/Portland/3229-NE-67th-Ave-97213/home/26550832,45.5467004,-122.5945851
80,Single Family Residential,805 NE 195th Ave,Portland,OR,97230,379900,3.0,2.5,1740.0,7840.0,1973.0,,http://www.redfin.com/OR/Portland/805-NE-195th-Ave-97230/home/26511332,45.5286584,-122.4624611
81,Townhouse,3218 NE 81st Ave,Portland,OR,97213,307000,3.0,2.0,1218.0,4791.0,1989.0,,http://www.redfin.com/OR/Portland/3218-NE-81st-Ave-97213/home/26471480,45.5456467,-122.5794925
82,Single Family Residential,3212 SE 170th Ave,Portland,OR,97236,319900,3.0,1.0,910.0,7405.0,1962.0,,http://www.redfin.com/OR/Portland/3212-SE-170th-Ave-97236/home/26478631,45.499467100000004,-122.48753300000001
83,Single Family Residential,16626 SE Lillian Way,Portland,OR,97236,529500,4.0,2.5,2584.0,11761.0,1991.0,,http://www.redfin.com/OR/Portland/16626-SE-Lillian-Way-97236/home/26485302,45.49062,-122.49187250000001
84,Single Family Residential,5030 SW Cameron Rd,Portland,OR,97221,599000,6.0,3.5,2866.0,11325.0,1968.0,,http://www.redfin.com/OR/Portland/5030-SW-Cameron-Rd-97221/home/26337594,45.4832769,-122.7291541
85,Single Family Residential,6675 SW Raleighview Ct,Portland,OR,97225,675000,4.0,2.5,2319.0,11325.0,1974.0,,http://www.redfin.com/OR/Portland/6675-SW-Raleighview-Ct-97225/home/26727841,45.498646,-122.7455125
86,Single Family Residential,7943 NW Royalfern Pl,Portland,OR,97229,569995,5.0,3.5,3008.0,5227.0,2017.0,50.0,http://www.redfin.com/OR/Portland/7943-NW-Royalfern-Pl-97229/home/112840696,45.5771567,-122.85565729999999
87,Condo/Co-op,4460 SW Scholls Ferry Rd #2,Portland,OR,97225,239900,2.0,2.0,1305.0,,1961.0,414.0,http://www.redfin.com/OR/Portland/4460-SW-Scholls-Ferry-Rd-97225/unit-2/home/101710428,45.4882658,-122.74511770000001
88,Single Family Residential,12812 SE Center St,Portland,OR,97236,399000,3.0,2.0,2000.0,6969.0,1960.0,,http://www.redfin.com/OR/Portland/12812-SE-Center-St-97236/home/26577065,45.4931021,-122.53184850000001
89,Single Family Residential,6535 SE Ketchum St,Milwaukie,OR,97267,615000,3.0,2.0,2161.0,7840.0,2015.0,26.0,http://www.redfin.com/OR/Milwaukie/6535-SE-Ketchum-St-97267/home/101100780,45.4207518,-122.5962358
90,Condo/Co-op,821 NE 90th Ave,Portland,OR,97220,239900,2.0,1.5,1248.0,,1976.0,383.0,http://www.redfin.com/OR/Portland/821-NE-90th-Ave-97220/home/26519438,45.528690999999995,-122.57222040000002
91,Single Family Residential,528 NE 92nd Ave,Portland,OR,97220,419900,3.0,2.0,1533.0,2178.0,2004.0,,http://www.redfin.com/OR/Portland/528-NE-92nd-Ave-97220/home/26536847,45.5268459,-122.56834909999999
92,Single Family Residential,6117 SE Francis St,Portland,OR,97206,675000,4.0,2.5,4235.0,4791.0,2010.0,,http://www.redfin.com/OR/Portland/6117-SE-Francis-St-97206/home/25859131,45.4946608,-122.59997539999999
93,Single Family Residential,2749 SW Bucharest Ct,Portland,OR,97225,750000,4.0,2.5,2705.0,11325.0,1977.0,,http://www.redfin.com/OR/Portland/2749-SW-Bucharest-Ct-97225/home/26556250,45.5030842,-122.74398059999999
94,Multi-Family (2-4 Unit),2904 SE 28th Ave,Portland,OR,97202,769500,5.0,4.0,4184.0,,1948.0,,http://www.redfin.com/OR/Portland/2904-SE-28th-Ave-97202/home/26648559,45.5017297,-122.6373597
95,Single Family Residential,532 NE 155th Ave,Portland,OR,97230,513000,3.0,2.5,2365.0,5227.0,2000.0,,http://www.redfin.com/OR/Portland/532-NE-155th-Ave-97230/home/25771227,45.5272564,-122.5033645
96,Multi-Family (2-4 Unit),5728 N Williams Ave,Portland,OR,97217,849900,5.0,3.0,3363.0,,1909.0,,http://www.redfin.com/OR/Portland/5728-N-Williams-Ave-97217/home/26504643,45.564363,-122.66657350000001
97,Single Family Residential,7810 SW Pitic Ln,Portland,OR,97223-9378,417500,3.0,1.0,960.0,11761.0,1971.0,,http://www.redfin.com/OR/Portland/7810-SW-Pitic-Ln-97223/home/26629305,45.4633524,-122.75446310000001
98,Single Family Residential,6420 SE 89th Ave,Portland,OR,97266,389000,3.0,1.5,1256.0,4356.0,1972.0,,http://www.redfin.com/OR/Portland/6420-SE-89th-Ave-97266/home/26511273,45.4762208,-122.57137639999999
99,Single Family Residential,2144 NE 78th Ave,Portland,OR,97213,399900,2.0,1.0,1082.0,4791.0,1947.0,,http://www.redfin.com/OR/Portland/2144-NE-78th-Ave-97213/home/26655982,45.537977000000005,-122.58279270000001
100,Single Family Residential,10575 SE Liebe St,Portland,OR,97266,399900,3.0,2.5,1493.0,3484.0,2020.0,,http://www.redfin.com/OR/Portland/10575-SE-Liebe-St-97266/home/170024356,45.486781,-122.554055
101,Single Family Residential,2796 SW Montgomery Dr,Portland,OR,97201,1124900,5.0,5.0,3802.0,4791.0,1910.0,,http://www.redfin.com/OR/Portland/2796-SW-Montgomery-Dr-97201/home/26397475,45.503289200000005,-122.70547590000001
102,Single Family Residential,12233 SE Gladstone St,Portland,OR,97236,349900,3.0,2.5,1317.0,4356.0,1999.0,,http://www.redfin.com/OR/Portland/12233-SE-Gladstone-St-97236/home/25775550,45.4926615,-122.53644640000002
103,Single Family Residential,2218 SE 130th Ave,Portland,OR,97233,384500,4.0,2.5,1495.0,4356.0,1996.0,,http://www.redfin.com/OR/Portland/2218-SE-130th-Ave-97233/home/26531649,45.50671129999999,-122.5290635
104,Single Family Residential,2035 SE 72nd Ave,Portland,OR,97215,599900,3.0,2.0,2723.0,9147.0,1952.0,,http://www.redfin.com/OR/Portland/2035-SE-72nd-Ave-97215/home/26598136,45.5084804,-122.58914140000002
105,Single Family Residential,7236 N Concord Ave,Portland,OR,97217,510000,3.0,2.0,2309.0,4791.0,1929.0,,http://www.redfin.com/OR/Portland/7236-N-Concord-Ave-97217/home/25775260,45.575863500000004,-122.6839564
106,Single Family Residential,315 NE 76th Ave,Portland,OR,97213,349900,2.0,1.0,1752.0,4791.0,1908.0,,http://www.redfin.com/OR/Portland/315-NE-76th-Ave-97213/home/26412509,45.5248923,-122.5850446
107,Single Family Residential,6715 SW 55th Ave,Portland,OR,97219,490000,4.0,2.0,1534.0,7840.0,1959.0,,http://www.redfin.com/OR/Portland/6715-SW-55th-Ave-97219/home/26316577,45.476136100000005,-122.7337351
108,Single Family Residential,9316 N Mohawk Ave,Portland,OR,97203,389900,3.0,2.0,897.0,4791.0,1981.0,,http://www.redfin.com/OR/Portland/9316-N-Mohawk-Ave-97203/home/26565192,45.593915100000004,-122.7456862
109,Townhouse,2004 SW Madison St Unit A,Portland,OR,97205,1200000,3.0,4.5,3210.0,1742.0,2016.0,,http://www.redfin.com/OR/Portland/2004-SW-Madison-St-97205/unit-A/home/55662724,45.519110999999995,-122.694584
110,Single Family Residential,3244 NE 45th Ave,Portland,OR,97213,1150000,5.0,3.0,3134.0,4791.0,1928.0,,http://www.redfin.com/OR/Portland/3244-NE-45th-Ave-97213/home/26473691,45.5467792,-122.6164457
111,Condo/Co-op,5715 NE Sacramento St #9,Portland,OR,97213,299000,2.0,2.0,875.0,,1968.0,307.0,http://www.redfin.com/OR/Portland/5715-NE-Sacramento-St-97213/unit-9/home/25788037,45.5401114,-122.6043785
112,Single Family Residential,819 SE 179th Ave,Portland,OR,97233,349900,3.0,2.5,2090.0,6969.0,1958.0,,http://www.redfin.com/OR/Portland/819-SE-179th-Ave-97233/home/25764333,45.5166369,-122.47909299999999
113,Single Family Residential,15934 SE Flavel Dr,Portland,OR,97236,455000,3.0,3.0,2294.0,6534.0,1999.0,33.0,http://www.redfin.com/OR/Portland/15934-SE-Flavel-Dr-97236/home/26527565,45.469282799999995,-122.49745130000001
114,Single Family Residential,4010 SW Vacuna St,Portland,OR,97219,540000,4.0,3.0,2050.0,10018.0,1988.0,,http://www.redfin.com/OR/Portland/4010-SW-Vacuna-St-97219/home/26399453,45.4416191,-122.7183622
115,Single Family Residential,12110 SE Boise St,Portland,OR,97266,270000,3.0,1.5,1006.0,4791.0,1955.0,,http://www.redfin.com/OR/Portland/12110-SE-Boise-St-97266/home/25795547,45.491884999999996,-122.53849509999999
116,Single Family Residential,821 SW Palatine St,Portland,OR,97219,829000,4.0,2.5,3776.0,20473.0,1941.0,,http://www.redfin.com/OR/Portland/821-SW-Palatine-St-97219/home/26454870,45.4449552,-122.68687460000001
117,Condo/Co-op,14819 NE Sacramento St #106,Portland,OR,97230,239900,2.0,2.0,1128.0,,1989.0,250.0,http://www.redfin.com/OR/Portland/14819-NE-Sacramento-St-97230/unit-106/home/26388197,45.541281,-122.50953100000001
118,Condo/Co-op,311 NW 12th Ave #1601,Portland,OR,97209,7000000,4.0,4.5,4500.0,,2007.0,3306.0,http://www.redfin.com/OR/Portland/311-NW-12th-Ave-97209/unit-1601/home/25836714,45.5253552,-122.68362509999999
119,Single Family Residential,4818 Barbara Lynn Way,Milwaukie,OR,97222,639955,3.0,3.0,2437.0,7840.0,2020.0,,http://www.redfin.com/OR/Portland/4818-Barbara-Lynn-WAY-97222/home/170955236,45.43059,-122.614101
120,Single Family Residential,355 NW 95th Ave,Portland,OR,97229,679000,5.0,3.0,3134.0,15245.0,1971.0,,http://www.redfin.com/OR/Portland/355-NW-95th-Ave-97229/home/26592037,45.5220575,-122.7763223
121,Vacant Land,23 NE 151st Ave,Portland,OR,97230,499000,,,,43560.0,,,http://www.redfin.com/OR/Portland/23-NE-151st-Ave-97230/home/26348956,45.522969,-122.508576
122,Single Family Residential,9110 SW 57th Ave,Portland,OR,97219,530000,4.0,3.0,1874.0,13503.0,1976.0,,http://www.redfin.com/OR/Portland/9110-SW-57th-Ave-97219/home/26462824,45.4595806,-122.734646
123,Single Family Residential,1739 SE Lexington St,Portland,OR,97202,699950,3.0,2.0,2438.0,4791.0,1915.0,,http://www.redfin.com/OR/Portland/1739-SE-Lexington-St-97202/home/25844876,45.467200299999995,-122.6461537
124,Condo/Co-op,255 SW Harrison St Unit 10G,Portland,OR,97201,249900,1.0,1.0,600.0,,1965.0,504.0,http://www.redfin.com/OR/Portland/255-SW-Harrison-St-97201/unit-10G/home/26604329,45.5104389,-122.6793503
125,Single Family Residential,6220 NE 42nd Ave,Portland,OR,97218,425000,3.0,1.0,1856.0,4791.0,1928.0,,http://www.redfin.com/OR/Portland/6220-NE-42nd-Ave-97218/home/26604310,45.568021,-122.62018429999999
126,Single Family Residential,5125 NE 22nd Ave,Portland,OR,97211,710000,3.0,2.0,2452.0,4791.0,1910.0,,http://www.redfin.com/OR/Portland/5125-NE-22nd-Ave-97211/unit-A/home/26551915,45.5600283,-122.6431311
127,Single Family Residential,8024 N Chautauqua Blvd,Portland,OR,97217,405000,3.0,2.5,1376.0,5662.0,1998.0,,http://www.redfin.com/OR/Portland/8024-N-Chautauqua-Blvd-97217/home/26463224,45.5817289,-122.7076182
128,Single Family Residential,5113 N Vanderbilt St,Portland,OR,97203,715000,5.0,3.0,3000.0,6098.0,1915.0,,http://www.redfin.com/OR/Portland/5113-N-Vanderbilt-St-97203/home/26496586,45.582248799999995,-122.72022920000002
129,Condo/Co-op,420 NW 11th Ave #1105,Portland,OR,97209,795000,1.0,1.5,1451.0,,2001.0,653.0,http://www.redfin.com/OR/Portland/420-NW-11th-Ave-97209/unit-1105/home/25740484,45.5263786,-122.68170220000002
130,Multi-Family (2-4 Unit),,Portland,OR,97211,600000,,,,,1910.0,,http://www.redfin.com/OR/Portland/Undisclosed-address-97211/home/146503225,45.5589071,-122.64715430000001
131,Multi-Family (5+ Unit),2417 SE Ankeny St,Portland,OR,97214,2800000,7.0,11.0,6590.0,,2018.0,,http://www.redfin.com/OR/Portland/2417-SE-Ankeny-St-97214/home/167707247,45.522225899999995,-122.6409598
132,Townhouse,7417 SW Pine St,Portland,OR,97223,499900,5.0,4.0,3669.0,17859.0,1950.0,,http://www.redfin.com/OR/Portland/7417-SW-Pine-St-97223/home/26630055,45.4435624,-122.75382090000001
133,Townhouse,9615 NW Silver Ridge Loop,Portland,OR,97229,459900,3.0,2.5,1694.0,3049.0,1994.0,539.0,http://www.redfin.com/OR/Portland/9615-NW-Silver-Ridge-Loop-97229/home/26459953,45.538513099999996,-122.77667029999999
134,Condo/Co-op,1926 W Burnside St #1404,Portland,OR,97209,345000,1.0,1.0,698.0,,2006.0,274.0,http://www.redfin.com/OR/Portland/1926-W-Burnside-St-97209/unit-1404/home/25743652,45.5227698,-122.69075959999999
135,Single Family Residential,6273 N Fessenden St,Portland,OR,97203,389000,3.0,2.5,1474.0,,2020.0,,http://www.redfin.com/OR/Portland/6273-N-Fessenden-St-97203/home/172660415,45.592367100000004,-122.7296822
136,Single Family Residential,6265 N Fessenden St,Portland,OR,97203,389000,3.0,2.5,1474.0,,2020.0,,http://www.redfin.com/OR/Portland/6265-N-Fessenden-St-97203/home/26302568,45.592357,-122.72981599999999
137,Single Family Residential,10938 SW 62nd Pl,Portland,OR,97219,399000,3.0,1.5,1126.0,5227.0,1976.0,,http://www.redfin.com/OR/Portland/10938-SW-62nd-Pl-97219/home/26457724,45.4463164,-122.7402767
138,Single Family Residential,6111 SE Clatsop St,Portland,OR,97206,351000,2.0,1.0,750.0,6098.0,1952.0,,http://www.redfin.com/OR/Portland/6111-SE-Clatsop-St-97206/home/26439402,45.4616665,-122.6003615
139,Condo/Co-op,2601 NW Raleigh St #10,Portland,OR,97210,275000,1.0,1.0,629.0,,1927.0,200.0,http://www.redfin.com/OR/Portland/2601-NW-Raleigh-St-97210/unit-10/home/26587991,45.5342551,-122.7052249
140,Condo/Co-op,920 NW Naito Pkwy Unit J20,Portland,OR,97209,334900,1.0,1.0,1742.0,,1982.0,426.0,http://www.redfin.com/OR/Portland/920-NW-Naito-Pkwy-97209/unit-J20/home/26440975,45.5300176,-122.67453359999999
141,Condo/Co-op,1015 NW 11th Ave #242,Portland,OR,97209,575000,0.0,1.0,1113.0,,2001.0,575.0,http://www.redfin.com/OR/Portland/1015-NW-11th-Ave-97209/unit-242/home/143132691,45.5302295,-122.68261399999999
142,Single Family Residential,10600 NW Flotoma Dr,Portland,OR,97229,449500,3.0,2.0,1458.0,10454.0,1966.0,,http://www.redfin.com/OR/Portland/10600-NW-Flotoma-Dr-97229/home/26615158,45.522161100000005,-122.78551850000001
143,Single Family Residential,6435 SE 22nd Ave,Portland,OR,97202,575000,4.0,2.0,2582.0,5662.0,1918.0,,http://www.redfin.com/OR/Portland/6435-SE-22nd-Ave-97202/home/26337476,45.4765394,-122.64339380000001
144,Single Family Residential,12021 NW Mcnamee Rd,Portland,OR,97231,750000,3.0,2.0,2396.0,374616.0,1956.0,,http://www.redfin.com/OR/Portland/12021-NW-McNamee-Rd-97231/home/165789002,45.609981,-122.83320400000001
145,Single Family Residential,3233 SE 31st Ave,Portland,OR,97202,875000,4.0,3.5,2668.0,2613.0,2017.0,,http://www.redfin.com/OR/Portland/3233a-SE-31st-Ave-97202/unit-A/home/113029165,45.499379,-122.6337305
146,Multi-Family (2-4 Unit),15704 NE Milton Pl,Portland,OR,97230,463000,6.0,6.0,1276.0,,2000.0,,http://www.redfin.com/OR/Portland/15704-NE-Milton-Pl-97230/home/26563274,45.5483831,-122.50136529999999
147,Single Family Residential,3322 NW 147th Pl,Portland,OR,97229,779000,4.0,2.5,,6098.0,,,http://www.redfin.com/OR/Portland/3322-NW-147th-Pl-97229/home/170145311,45.543782,-122.828629
148,Single Family Residential,3737 SW Humphrey Blvd,Portland,OR,97221,2295000,5.0,3.5,4102.0,280962.0,1956.0,,http://www.redfin.com/OR/Portland/3737-SW-Humphrey-Blvd-97221/home/26370086,45.5040362,-122.71582
149,Single Family Residential,1413 SE Birch St,Portland,OR,97214,487000,2.0,1.0,1808.0,3484.0,1924.0,,http://www.redfin.com/OR/Portland/1413-SE-Birch-St-97214/home/26548662,45.5068239,-122.650893
150,Townhouse,17140 SE Juliano Ct,Portland,OR,97236,279400,3.0,2.5,1184.0,1742.0,2004.0,,http://www.redfin.com/OR/Portland/17140-SE-Juliano-Ct-97236/home/26551602,45.50323529999999,-122.48613970000001
151,Condo/Co-op,1535 SW Clay St #136,Portland,OR,97201,315000,2.0,2.0,830.0,,1982.0,343.0,http://www.redfin.com/OR/Portland/1535-SW-Clay-St-97201/unit-136/home/26610596,45.516498600000006,-122.69053500000001
