PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,HOA/MONTH,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),LATITUDE,LONGITUDE
Single Family Residential,928 E 9th Ave,Anchorage,AK,99501,224500,3,2,1292,7000,1942,0,http://www.redfin.com/AK/Anchorage/928-E-9th-Ave-99501/home/131078773,61.2133426,-149.8656953
Single Family Residential,13340 Reef Pl,Anchorage,AK,99515,874900,4,3,3450,48861,1978,0,http://www.redfin.com/AK/Anchorage/13340-Reef-Pl-99515/home/131692687,61.0997608,-149.8625534
Single Family Residential,1840 Crescent Cir,Anchorage,AK,99508,399900,3,2,2468,9745,1968,0,http://www.redfin.com/AK/Anchorage/1840-Crescent-Cir-99508/home/131153367,61.1868881,-149.8460088
Single Family Residential,18160 Norway Dr,Anchorage,AK,99516,549000,3,2,2012,22553,2007,0,http://www.redfin.com/AK/Anchorage/18160-Norway-Dr-99516/home/131419939,61.0551746,-149.7637991
Single Family Residential,8225 Eleusis Dr,Anchorage,AK,99502,275000,4,3,1850,8520,1991,0,http://www.redfin.com/AK/Anchorage/8225-Eleusis-Dr-99502/home/131402670,61.1459702,-149.9248386
Single Family Residential,5501 Little Tree St,Anchorage,AK,99507,305000,4,2,1955,7405,1972,0,http://www.redfin.com/AK/Anchorage/5501-Little-Tree-St-99507/home/131149226,61.1708253,-149.8460458
Single Family Residential,817 Bradley Cir,Anchorage,AK,99518,369900,4,3,1996,9700,1976,0,http://www.redfin.com/AK/Anchorage/817-Bradley-Cir-99518/home/131895691,61.1512813,-149.8945122
Single Family Residential,8212 Wisteria St,Anchorage,AK,99502,375000,3,2,1267,14077,1978,0,http://www.redfin.com/AK/Anchorage/8212-Wisteria-St-99502/home/131574106,61.1459967,-149.9346155
Single Family Residential,822 Cunningham St,Anchorage,AK,99501,189500,2,1,640,7000,1948,0,http://www.redfin.com/AK/Anchorage/822-Cunningham-St-99501/home/131548942,61.2297978,-149.8794964
Single Family Residential,2518 Ridge Pointe Dr,Anchorage,AK,99515,1025000,3,3,3000,6727,1996,0,http://www.redfin.com/AK/Anchorage/2518-Ridge-Pointe-Dr-99515/home/131611815,61.1127624,-149.9263348
Single Family Residential,4733 Pavalof St,Anchorage,AK,99507,360000,4,2,2152,7000,1967,0,http://www.redfin.com/AK/Anchorage/4733-Pavalof-St-99507/home/130969390,61.1775017,-149.8549828
Single Family Residential,2105 W 46th Ave,Anchorage,AK,99517,249900,3,1,1184,6940,1966,0,http://www.redfin.com/AK/Anchorage/2105-W-46th-Ave-99517/home/131911817,61.179242,-149.9221289
Single Family Residential,3530 Perenosa Bay Dr,Anchorage,AK,99515,529900,4,3,3490,9320,1975,0,http://www.redfin.com/AK/Anchorage/3530-Perenosa-Bay-Dr-99515/home/131205067,61.1254748,-149.9470153
Single Family Residential,2711 W 84th Ave,Anchorage,AK,99502,289000,3,1,960,8396,1973,0,http://www.redfin.com/AK/Anchorage/2711-W-84th-Ave-99502/home/131672999,61.1452763,-149.9302312
Single Family Residential,3331 Windlass Cir,Anchorage,AK,99516,439000,4,3,2436,8827,1980,0,http://www.redfin.com/AK/Anchorage/3331-Windlass-Cir-99516/home/131304106,61.0994204,-149.8201004
Single Family Residential,3630 Hazen Cir,Anchorage,AK,99515,375000,4,2,2116,10041,1976,0,http://www.redfin.com/AK/Anchorage/3630-Hazen-Cir-99515/home/131017916,61.1265698,-149.9479938
Single Family Residential,2851 Kempton Hills Dr,Anchorage,AK,99516,479000,4,3,2748,9297,1985,0,http://www.redfin.com/AK/Anchorage/2851-Kempton-Hills-Dr-99516/home/131206725,61.1028278,-149.826991
Single Family Residential,3519 Newcomb Dr,Anchorage,AK,99508,395000,4,2,2456,7000,1975,0,http://www.redfin.com/AK/Anchorage/3519-Newcomb-Dr-99508/home/131562586,61.1887088,-149.7889909
Single Family Residential,7050 Joseph St,Anchorage,AK,99518,309000,4,2,1667,7000,1978,0,http://www.redfin.com/AK/Anchorage/7050-Joseph-St-99518/home/131156590,61.1563277,-149.9015453
Single Family Residential,9610 Arlene Dr,Anchorage,AK,99502,469985,3,3,2776,7700,1977,0,http://www.redfin.com/AK/Anchorage/9610-Arlene-Dr-99502/home/131299943,61.133409,-149.9329553
Single Family Residential,13441 Carita Ln,Anchorage,AK,99516,550000,4,4,2406,49230,1977,0,http://www.redfin.com/AK/Anchorage/13441-Carita-Ln-99516/home/131213537,61.0987849,-149.7506666
Single Family Residential,2701 E 112th Ave,Anchorage,AK,99516,852000,3,2,2184,217800,1965,0,http://www.redfin.com/AK/Anchorage/2701-E-112th-Ave-99516/home/131487499,61.120367,-149.831241
Single Family Residential,1620 Winterset Dr,Anchorage,AK,99508,418000,4,3,3040,13666,1965,0,http://www.redfin.com/AK/Anchorage/1620-Winterset-Dr-99508/home/131928224,61.1855283,-149.8516597
Single Family Residential,3420 Meadowbrook Cir,Anchorage,AK,99504,310000,4,2,1464,4262,1986,0,http://www.redfin.com/AK/Anchorage/3420-Meadowbrook-Cir-99504/home/131870999,61.1901278,-149.7341271
Single Family Residential,6121 Gross Dr,Anchorage,AK,99507,217000,2,1,1040,4066,1983,0,http://www.redfin.com/AK/Anchorage/6121-Gross-Dr-99507/home/131700762,61.16552,-149.822636
Single Family Residential,10550 Shivalik Cir,Anchorage,AK,99507,920000,4,4,4001,65982,2004,0,http://www.redfin.com/AK/Anchorage/10550-Shivalik-Cir-99507/home/131345545,61.1643588,-149.68824
Single Family Residential,2928 Captain Cook Estates Cir,Anchorage,AK,99517,689000,4,3,3304,7647,2004,0,http://www.redfin.com/AK/Anchorage/2928-Captain-Cook-Estates-Cir-99517/home/130990294,61.1939138,-149.9271446
Single Family Residential,1112 W 11th Ave,Anchorage,AK,99501,380000,1,1,957,7000,1947,0,http://www.redfin.com/AK/Anchorage/1112-W-11th-Ave-99501/home/131355845,61.2114501,-149.9043211
Single Family Residential,1364 Saint Gotthard Ave,Anchorage,AK,99508,585000,4,4,2770,16494,1978,0,http://www.redfin.com/AK/Anchorage/1364-St-Gotthard-Ave-99508/home/131359182,61.184621,-149.8571015
Single Family Residential,2613 Draper Dr,Anchorage,AK,99517,675000,4,3,2610,14000,1965,0,http://www.redfin.com/AK/Anchorage/2613-Draper-Dr-99517/home/131025060,61.196788,-149.9329283
Single Family Residential,10001 Schuss Dr,Anchorage,AK,99507,1550000,5,6,7589,91115,1999,0,http://www.redfin.com/AK/Anchorage/10001-Schuss-Dr-99507/home/131230779,61.1298322,-149.7301515
Mobile/Manufactured Home,9499 Brayton Dr #268,Anchorage,AK,99507,52000,3,1,1216,,1976,0,http://www.redfin.com/AK/Anchorage/9499-Brayton-Dr-99507/unit-268/home/172201243,61.1363026,-149.8552259
Single Family Residential,934 W 71st Ave,Anchorage,AK,99518,368900,3,3,2075,9480,1969,0,http://www.redfin.com/AK/Anchorage/934-W-71st-Ave-99518/home/131398795,61.1561529,-149.8969261
Single Family Residential,1702 Ira Dr,Anchorage,AK,99502,399000,4,2,1878,7060,2002,0,http://www.redfin.com/AK/Anchorage/1702-Ira-Dr-99515/home/131747857,61.1346157,-149.9099249
Single Family Residential,1740 Rebel Ridge Dr,Anchorage,AK,99504,414900,3,3,2096,9087,1980,0,http://www.redfin.com/AK/Anchorage/1740-Rebel-Ridge-Dr-99504/home/131561816,61.2049749,-149.7235674
Single Family Residential,905 Fairbanks St,Anchorage,AK,99501,299900,2,2,1200,3700,1941,0,http://www.redfin.com/AK/Anchorage/905-Fairbanks-St-99501/home/131357251,61.2134515,-149.8727735
Single Family Residential,L4 Gray Hawk,Anchorage,AK,99507,489000,3,3,2098,7132,2020,0,http://www.redfin.com/AK/Anchorage/L4-Grayhawk-Cir-99507/home/172205227,61.147766,-149.816413
Single Family Residential,1831 Rebel Ridge Dr,Anchorage,AK,99504,419900,4,4,2816,7205,1983,0,http://www.redfin.com/AK/Anchorage/1831-Rebel-Ridge-Dr-99504/home/131485855,61.2041625,-149.723341
Single Family Residential,2320 Yorkshire Ln,Anchorage,AK,99504,429500,3,3,2369,7295,1983,0,http://www.redfin.com/AK/Anchorage/2320-Yorkshire-Ln-99504/home/131739405,61.1993416,-149.7498341
Single Family Residential,2810 W 84th Ave,Anchorage,AK,99502,279900,3,1,960,8280,1973,0,http://www.redfin.com/AK/Anchorage/2810-W-84th-Ave-99502/home/131897061,61.1448997,-149.9313667
Single Family Residential,10200 Schuss Dr,Anchorage,AK,99507,995000,6,5,6002,99624,1997,0,http://www.redfin.com/AK/Anchorage/10200-Schuss-Dr-99507/home/131062813,61.1283706,-149.7340332
Single Family Residential,1848 Kalgin St,Anchorage,AK,99504,364500,5,3,2796,12600,1966,0,http://www.redfin.com/AK/Anchorage/1848-Kalgin-St-99504/home/131129353,61.2033476,-149.7364092
Single Family Residential,11220 Polar Dr,Anchorage,AK,99516,474900,3,3,1816,18000,1960,0,http://www.redfin.com/AK/Anchorage/11220-Polar-Dr-99516/home/131195919,61.119241,-149.8386462
Single Family Residential,3056 Morgan Loop,Anchorage,AK,99516,509900,3,3,1892,6796,2020,0,http://www.redfin.com/AK/Anchorage/3056-Morgan-Loop-99516/home/168810928,61.1174483,-149.8249674
Single Family Residential,1533 Demeure Pl,Anchorage,AK,99508,219450,3,1,1008,7115,1963,0,http://www.redfin.com/AK/Anchorage/1533-Demeure-Pl-99508/home/131085095,61.2072865,-149.8087986
Single Family Residential,5100 Spruce Creek Cir,Anchorage,AK,99516,349000,3,2,1664,11570,1974,0,http://www.redfin.com/AK/Anchorage/5100-Spruce-Creek-Cir-99507/home/131903562,61.1271265,-149.7871525
Single Family Residential,4600 Virgo Ave,Anchorage,AK,99516,685000,3,3,4239,46269,2006,0,http://www.redfin.com/AK/Anchorage/4600-Virgo-Ave-99516/home/131498363,61.0692164,-149.7960219
Single Family Residential,156 Ocean Park Dr,Anchorage,AK,99515,266000,3,2,1460,5100,1975,0,http://www.redfin.com/AK/Anchorage/156-Ocean-Park-Dr-99515/home/131640536,61.112963,-149.880245
Single Family Residential,637 Giroux Cir,Anchorage,AK,99515,458000,4,3,2491,10983,2000,0,http://www.redfin.com/AK/Anchorage/637-Giroux-Cir-99515/home/130986309,61.1120302,-149.8909003
Single Family Residential,6051 E 22nd Ave,Anchorage,AK,99504,303000,3,2,1709,8400,1972,0,http://www.redfin.com/AK/Anchorage/6051-E-22nd-Ave-99504/home/131136020,61.2013267,-149.7669142
Single Family Residential,9010 King David Dr,Anchorage,AK,99507,605000,4,3,2228,6080,2020,0,http://www.redfin.com/AK/Anchorage/9010-King-David-Dr-99507/home/172263725,61.1376613,-149.8146526
Single Family Residential,1905 W 47th Ave,Anchorage,AK,99517,319900,3,2,1728,8416,2012,0,http://www.redfin.com/AK/Anchorage/1905-W-47th-Ave-99517/home/131151083,61.1783141,-149.9187475
Single Family Residential,708 Irwin St,Anchorage,AK,99508,239900,2,2,1300,6250,1950,0,http://www.redfin.com/AK/Anchorage/708-Irwin-St-99508/home/131738151,61.2298529,-149.8107824
Single Family Residential,11210 Via Appia,Anchorage,AK,99515,338900,5,2,2112,11500,1970,0,http://www.redfin.com/AK/Anchorage/11210-Via-Appia-99515/home/131048052,61.1190424,-149.8856224
Single Family Residential,6000 Azalea Dr,Anchorage,AK,99516,725000,3,4,3194,40887,1980,0,http://www.redfin.com/AK/Anchorage/6000-Azalea-Dr-99516/home/131213683,61.0846933,-149.7702334
Single Family Residential,7005 E 10th Ave,Anchorage,AK,99504,189000,3,2,1060,9025,1953,0,http://www.redfin.com/AK/Anchorage/7005-E-10th-Ave-99504/home/131031663,61.2129571,-149.7504052
Single Family Residential,13155 Stephenson St,Anchorage,AK,99515,439900,3,2,2710,9495,1972,0,http://www.redfin.com/AK/Anchorage/13155-Stephenson-St-99515/home/131641228,61.1013136,-149.8472539
Single Family Residential,6555 Mc Gill Way,Anchorage,AK,99502,572500,4,3,2150,7116,2020,0,http://www.redfin.com/AK/Anchorage/6555-McGill-Way-99502/home/165921937,61.160953,-149.955645
Single Family Residential,L26 B1 Thomas W Sperstad,Anchorage,AK,99515,309000,2,2,1301,,2020,0,http://www.redfin.com/AK/Anchorage/L26-B1-Thomas-W-Sperstad-99515/home/172644126,61.131349,-149.916901
Single Family Residential,3139 Discovery Bay Dr,Anchorage,AK,99515,569900,4,3,2745,11020,1998,0,http://www.redfin.com/AK/Anchorage/3139-Discovery-Bay-Dr-99515/home/131306147,61.1181294,-149.9381821
Single Family Residential,4032 Kingston Dr,Anchorage,AK,99504,490000,8,4,3358,10480,1974,0,http://www.redfin.com/AK/Anchorage/4032-Kingston-Dr-99504/home/131295368,61.1839504,-149.7626827
Single Family Residential,13651 Vern Dr,Anchorage,AK,99516,439900,3,3,2330,7635,1981,0,http://www.redfin.com/AK/Anchorage/13651-Vern-Dr-99516/home/130973932,61.1005213,-149.8352228
Single Family Residential,7073 Clogia Cir,Anchorage,AK,99507,405000,3,2,1576,8100,2020,0,http://www.redfin.com/AK/Anchorage/7073-Clogia-Cir-99507/home/172642906,61.1558527,-149.8267181
Single Family Residential,3633 E 68th Ave,Anchorage,AK,99503,215000,3,2,1024,8519,1981,0,http://www.redfin.com/AK/Anchorage/3633-E-68th-Ave-99507/home/131329139,61.1594471,-149.8142826
Single Family Residential,7605 Upper Huffman Dr,Anchorage,AK,99516,699000,4,3,2616,37180,2002,0,http://www.redfin.com/AK/Anchorage/7605-Upper-Huffman-Rd-99516/home/131894873,61.109021,-149.740279
Single Family Residential,3541 Scarlet Pl,Anchorage,AK,99517,356900,6,2,2000,8750,1966,0,http://www.redfin.com/AK/Anchorage/3541-Scarlet-Pl-99517/home/131321417,61.1882314,-149.953343
Single Family Residential,1751 Burlington St,Anchorage,AK,99508,324900,3,2,1680,7920,1969,0,http://www.redfin.com/AK/Anchorage/1751-Burlington-St-99508/home/131016366,61.1819818,-149.846958
Single Family Residential,8830 McClellan Cir,Anchorage,AK,99502,294000,3,3,1738,3199,1984,0,http://www.redfin.com/AK/Anchorage/8830-McClellan-Cir-99502/home/131243389,61.140643,-149.938554
Single Family Residential,1608 E 27th Ave,Anchorage,AK,99508,320000,2,1,744,8400,1951,0,http://www.redfin.com/AK/Anchorage/1608-E-27th-Ave-99508/home/131255697,61.1960527,-149.8519436
Single Family Residential,12802 Langman Cir,Anchorage,AK,99516,745000,4,4,3014,73284,2015,0,http://www.redfin.com/AK/Anchorage/12802-Langman-Cir-99516/home/132023794,61.1044219,-149.7585981
Single Family Residential,3475 Hines Cir,Anchorage,AK,99516,572000,4,3,3006,6901,2008,0,http://www.redfin.com/AK/Anchorage/3475-Hines-Cir-99516/home/131765496,61.0949448,-149.8172623
Single Family Residential,2431 Legacy Dr,Anchorage,AK,99516,499900,4,3,3472,7676,1983,0,http://www.redfin.com/AK/Anchorage/2431-Legacy-Dr-99516/home/131414563,61.1016566,-149.8373824
Single Family Residential,7921 Little Moose Cir,Anchorage,AK,99507,409900,4,3,2167,6694,1999,0,http://www.redfin.com/AK/Anchorage/7921-Little-Moose-Cir-99507/home/131726711,61.1488324,-149.8196784
Single Family Residential,2310 W 46th Ave,Anchorage,AK,99517,309000,4,2,1920,6969,1975,0,http://www.redfin.com/AK/Anchorage/2310-W-46th-Ave-99517/home/131911871,61.1787934,-149.9272943
Single Family Residential,3501 Spinnaker Dr,Anchorage,AK,99516,440000,4,3,2525,8650,1983,0,http://www.redfin.com/AK/Anchorage/3501-Spinnaker-Dr-99516/home/131842325,61.1007291,-149.8241918
Single Family Residential,303 Eyak Dr,Anchorage,AK,99501,359000,4,3,1880,9416,1950,0,http://www.redfin.com/AK/Anchorage/303-Eyak-Dr-99501/home/131957840,61.2072284,-149.8784278
Single Family Residential,2206 Hanning Bay Cir,Anchorage,AK,99515,379900,3,2,2020,6836,1997,18,http://www.redfin.com/AK/Anchorage/2206-Hanning-Bay-Cir-99515/home/131838448,61.1123797,-149.9198414
Single Family Residential,10600 Constitution St,Anchorage,AK,99515,379900,3,3,1780,6969,1985,18,http://www.redfin.com/AK/Anchorage/10600-Constitution-St-99515/home/131832069,61.1247013,-149.9214436
Single Family Residential,3031 Chesapeake Cir,Anchorage,AK,99516,489900,4,3,2636,8500,1984,21,http://www.redfin.com/AK/Anchorage/3031-Chesapeake-Cir-99516/home/131339850,61.1020038,-149.8249716
Single Family Residential,11072 Retreat Cir,Anchorage,AK,99515,359900,3,2,1738,5635,2003,45,http://www.redfin.com/AK/Anchorage/11072-Retreat-Cir-99515/home/131645836,61.1213497,-149.9362773
Condo/Co-op,1209 Norman St #1,Anchorage,AK,99504,217000,3,2,1556,,1996,100,http://www.redfin.com/AK/Anchorage/1209-Norman-St-99504/unit-1/home/131292582,61.2110975,-149.7706052
Single Family Residential,2295 Sorbus Way,Anchorage,AK,99508,334000,3,3,2214,2178,1975,103,http://www.redfin.com/AK/Anchorage/2295-Sorbus-Way-99508/home/131025422,61.1969572,-149.8389909
Single Family Residential,2135 Sorbus Way,Anchorage,AK,99508,535000,3,3,3453,2432,1981,108,http://www.redfin.com/AK/Anchorage/2135-Sorbus-Way-99508/home/131514557,61.198516,-149.842133
Condo/Co-op,2462 Brookshire Loop #59,Anchorage,AK,99504,219900,3,2,1357,2346,2003,130,http://www.redfin.com/AK/Anchorage/2462-Brookshire-Loop-99504/unit-59/home/131946731,61.1990024,-149.7316249
Condo/Co-op,8118 Marsha Loop #28,Anchorage,AK,99507,270000,3,2,1480,,2012,130,http://www.redfin.com/AK/Anchorage/8118-Marsha-Loop-99507/unit-28/home/131952778,61.1474509,-149.8313491
Condo/Co-op,8056 Marsha Loop #20,Anchorage,AK,99507,275000,3,3,1480,,2013,130,http://www.redfin.com/AK/Anchorage/8056-Marsha-Loop-99507/unit-20/home/131448627,61.1474509,-149.8313491
Condo/Co-op,3335 Kendall Loop,Anchorage,AK,99507,260000,4,2,1372,3078,2002,135,http://www.redfin.com/AK/Anchorage/3335-Kendall-Loop-99507/unit-34/home/131308554,61.1456362,-149.8205788
Condo/Co-op,122 E 45th Ave,Anchorage,AK,99503,240000,3,2,1355,2142,2001,135,http://www.redfin.com/AK/Anchorage/122-E-45th-Ave-99503/unit-32/home/131256280,61.1797828,-149.8821272
Single Family Residential,4729 Sydney Park Cir,Anchorage,AK,99516,695000,4,3,2732,12143,2018,155,http://www.redfin.com/AK/Anchorage/4729-Sydney-Park-Cir-99516/home/166120214,61.073347,-149.792881
Condo/Co-op,7405 Meadow St Unit 4C,Anchorage,AK,99507,205000,3,2,1020,,2004,160,http://www.redfin.com/AK/Anchorage/7405-Meadow-St-99507/unit-4C/home/131538445,61.153353,-149.850732
Condo/Co-op,6978 Briar Loop #22,Anchorage,AK,99518,237500,3,2,1361,,2005,168,http://www.redfin.com/AK/Anchorage/6978-Briar-Loop-99518/unit-22/home/131541528,61.1578559,-149.8697075
Condo/Co-op,518 E 22nd Ave #2,Anchorage,AK,99503,95000,2,1,824,,1978,177,http://www.redfin.com/AK/Anchorage/518-E-22nd-Ave-99503/unit-2/home/131090427,61.2005142,-149.8740363
Condo/Co-op,9449 Canton Loop #180,Anchorage,AK,99515,208000,2,1,1164,,1976,180,http://www.redfin.com/AK/Anchorage/9449-Canton-Loop-99515/unit-180/home/131168797,61.1344353,-149.9162747
Condo/Co-op,4511 Folker St Unit 29B,Anchorage,AK,99507,100000,1,2,630,,1975,190,http://www.redfin.com/AK/Anchorage/4511-Folker-St-99507/unit-29B/home/131555920,61.1798135,-149.830362
Single Family Residential,2215 Radiant Cir,Anchorage,AK,99501,265000,4,2,1428,2770,1978,195,http://www.redfin.com/AK/Anchorage/2215-Radiant-Cir-99501/home/131152992,61.2034714,-149.8396624
Single Family Residential,2241 Sunburst Cir,Anchorage,AK,99501,275000,3,3,1525,2418,1979,195,http://www.redfin.com/AK/Anchorage/2241-Sunburst-Cir-99501/home/131866455,61.205147,-149.839868
Condo/Co-op,3101 E Tudor Rd Unit B,Anchorage,AK,99507,220000,3,2,1228,,2003,210,http://www.redfin.com/AK/Anchorage/3101-E-Tudor-Rd-99507/unit-B/home/172206201,61.18115,-149.822754
Condo/Co-op,368 Skwentna Dr,Anchorage,AK,99504,324999,3,3,1479,2418,2017,220,http://www.redfin.com/AK/Anchorage/368-Skwentna-Dr-99504/unit-85/home/146475335,61.2214189,-149.7662125
Condo/Co-op,8602 Shrub Ct #8,Anchorage,AK,99504,174900,2,2,1064,,1981,221,http://www.redfin.com/AK/Anchorage/8602-Shrub-Ct-99504/unit-8/home/131104253,61.2063828,-149.7199244
Condo/Co-op,140 W 10th Ave #6,Anchorage,AK,99501,419000,3,3,1740,,2004,225,http://www.redfin.com/AK/Anchorage/140-W-10th-Ave-99501/unit-6/home/131255796,61.2125028,-149.8841581
Condo/Co-op,7950 Gate Creek Dr #34,Anchorage,AK,99502,369000,4,3,1409,4407,2017,225,http://www.redfin.com/AK/Anchorage/7950-Gate-Creek-Dr-99502/unit-34/home/146475363,61.1488855,-149.9930279
Condo/Co-op,12100 Lucille Ln #4,Anchorage,AK,99515,230000,3,2,1182,,2005,230,http://www.redfin.com/AK/Anchorage/12100-Lucille-Ln-99515/unit-4/home/131073588,61.1109024,-149.8719205
Condo/Co-op,5245 IronBranch Ct #13,Anchorage,AK,99508,329000,2,2,1218,,2018,250,http://www.redfin.com/AK/Anchorage/5245-Ironbranch-Ct-99508/unit-13/home/172647874,61.199562,-149.78321
